read_id	alignment_direction	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_mapq
e4c33489-dc77-442c-b2a9-d75b571b1681	+	chr3_Tail	40129	41604	0
1b1493e2-19ea-41aa-ab0d-387b6aefc6b7	-	chr3_Tail	42363	42628	0
5e1b3846-6d42-4aac-8221-d9dfd3400f61	-	chr3_Tail	42368	43277	0
3deea9c0-58d2-45a4-b507-acd0cf792fb8	-	chr3_Tail	48465	48786	0
5dac4aab-a3b4-49a2-9c0c-c2e4fa724518	-	chr3_Tail	57829	59611	0
cc1a10ea-867d-4696-9dc2-e704a46235a8	-	chr3_Tail	59782	60414	0
176db1e5-dd25-4031-be1b-6b98a3b90497	+	chr3_Tail	60173	60293	1
05d3a628-8ca7-4100-a782-e55ed95c1570	-	chr3_Tail	72416	72707	0
de90baf2-3c24-41ff-af8c-a4883da5fcb8	+	chr3_Tail	72427	72707	0
3de93e94-e537-45e7-a418-5fc9fb6d4ce6	-	chr4_Tail	142584	142879	0
3b8b5039-a417-47d3-81da-a31e1ae88335	-	chr4_Tail	145333	145641	0
728fa374-03a6-4e21-9364-8b8a435d9052	-	chr4_Tail	145334	145641	0
b09aea71-14ac-4e22-a85e-8a7306451045	+	chr4_Tail	145364	145635	0
bc331c7c-44b6-419f-b5c7-d2f65e950b4e	-	chr5_Tail	2845	3066	0
ca7e6198-5158-4de0-afd8-cb4231771fc1	+	chr5_Tail	9305	9598	28
02bfb3ad-2d40-4828-bb25-44e1f76372b1	+	chr5_Tail	19504	19769	16
9b18cc1e-81f4-46a2-881b-e7900042d742	+	chr5_Tail	39517	44470	0
81e084c2-d196-4393-ac6e-6cb9b882729d	+	chr5_Tail	48801	49017	45
c83ffe9a-cebd-4577-8e5f-5a06e4b6cea8	-	chr5_Tail	54488	54765	0
5dac4aab-a3b4-49a2-9c0c-c2e4fa724518	-	chr5_Tail	56919	58701	1
cc1a10ea-867d-4696-9dc2-e704a46235a8	-	chr5_Tail	58872	59504	0
b3c0c15a-3e51-4f63-b055-8f89686b02e0	+	chr5_Tail	74875	75185	0
9b18cc1e-81f4-46a2-881b-e7900042d742	-	chr5_Tail	74905	75183	1
3be438b4-5f1d-4794-a48f-c242a27454fc	+	chr5_Tail	89590	89905	0
a228d7a9-fc46-43dc-8aa3-c990fbd4e9c6	-	chr5_Tail	110441	110713	0
ea593148-4b5a-4606-8650-4c743b5d8972	+	chr5_Tail	115461	116034	0
80f5170d-aad3-4154-b55a-95ae11d61161	-	chr5_Tail	119081	119327	0
69b2c237-1d4b-48cf-84e7-b86761800a9d	-	chr5_Tail	119082	119362	0
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	+	chr5_Tail	119192	119357	1
a6a23bf4-5a86-47b5-9a26-ac7f78e619b0	-	chr6_Tail	422	720	11
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	+	chr6_Tail	2300	2586	0
ef49dc14-d23b-4102-89f2-6446604d3590	-	chr6_Tail	10610	10908	1
5a9ff7e2-5ae9-4c18-b361-7145866fa187	-	chr6_Tail	10610	10908	0
e4c33489-dc77-442c-b2a9-d75b571b1681	+	chr6_Tail	38617	40092	0
9b18cc1e-81f4-46a2-881b-e7900042d742	+	chr6_Tail	40852	45815	0
0841c511-2755-4bae-a137-0040d8f41e44	+	chr6_Tail	40863	42888	0
3deea9c0-58d2-45a4-b507-acd0cf792fb8	-	chr6_Tail	46954	47275	0
c83ffe9a-cebd-4577-8e5f-5a06e4b6cea8	-	chr6_Tail	56207	56484	0
cc1a10ea-867d-4696-9dc2-e704a46235a8	-	chr6_Tail	60592	61224	0
b3c0c15a-3e51-4f63-b055-8f89686b02e0	+	chr6_Tail	76618	76930	0
a228d7a9-fc46-43dc-8aa3-c990fbd4e9c6	-	chr6_Tail	117936	118225	0
ea593148-4b5a-4606-8650-4c743b5d8972	+	chr6_Tail	122789	123362	0
80f5170d-aad3-4154-b55a-95ae11d61161	-	chr6_Tail	124906	125152	0
69b2c237-1d4b-48cf-84e7-b86761800a9d	-	chr6_Tail	124907	125187	0
6b480b8c-8ad1-45f7-b810-46cb7c5d6de9	-	chr6_Tail	124907	125187	0
316bfdb5-6510-4ee2-bb31-000820cbf764	-	chr7_Tail	386	683	0
915c28f8-fcda-45a8-b4d4-263617baa69d	+	chr7_Tail	10930	11227	0
cb9f1492-7e33-48ed-a968-f56291e29c36	+	chr7_Tail	10930	11228	0
f69f4181-378f-4448-8d63-382a81ba8f25	-	chr7_Tail	10930	11227	0
e89a24b0-7c39-42cc-8e43-8f981dafd92f	-	chr7_Tail	10930	11231	0
ca7e6198-5158-4de0-afd8-cb4231771fc1	-	chr7_Tail	10931	11227	0
7a2642d8-adc7-45c0-86ac-cf308d1a4671	+	chr7_Tail	10932	11228	1
4800e5ff-ba84-40e6-88b1-acd5130b9006	-	chr7_Tail	10932	11209	0
a228d7a9-fc46-43dc-8aa3-c990fbd4e9c6	-	chr7_Tail	10942	11227	0
b9e56b06-38a9-4938-ac29-cfb96c719db0	+	chr7_Tail	20912	21097	10
9858ddd0-3658-47d3-8ffa-5391d7eeba2d	+	chr7_Tail	43787	44063	0
576019ff-8ba9-4e12-81f0-86014c171132	+	chr7_Tail	51295	52109	7
423f82f1-b3d3-4c3d-a5cc-e6884c9984cd	-	chr7_Tail	53036	53332	0
8c1d62d6-5589-4adb-a27c-001b3249befe	+	chr7_Tail	53050	53328	4
0fae791c-e30c-413a-88da-9a003564bef4	-	chr7_Tail	53765	54076	0
6107829d-841d-4ba9-b52d-8544b3afd518	+	chr7_Tail	76757	77040	4
6107829d-841d-4ba9-b52d-8544b3afd518	-	chr7_Tail	78369	78682	4
6107829d-841d-4ba9-b52d-8544b3afd518	+	chr7_Tail	78954	79286	12
bd8fbcf7-74c2-4913-93e4-263f727d5d0f	+	chr7_Tail	79127	79278	34
d7a02959-f56e-44a1-9962-95a9f3fe1c70	-	chr7_Tail	84943	85443	0
3de93e94-e537-45e7-a418-5fc9fb6d4ce6	+	chr7_Tail	90532	90824	27
cddb222b-3217-42b1-af19-a48967bd1ab9	+	chr7_Tail	90608	90786	7
4d6074ae-b84d-4d83-87fe-ac1271ffc7b8	+	chr7_Tail	109485	115617	0
e86cb83e-253c-4645-a589-02ceeeaf746b	-	chr7_Tail	110720	115613	0
1c8789d0-8d0a-4f39-a83b-4bbfb68d9820	-	chr7_Tail	111809	115612	0
be547673-5c46-4dde-a6d5-14bac4e89c36	+	chr7_Tail	115328	115612	0
71c06027-0fe8-4c3b-8fb6-3dcba556a444	-	chr7_Tail	126901	127505	0
a228d7a9-fc46-43dc-8aa3-c990fbd4e9c6	+	chr7_Tail	127188	127493	0
7a2642d8-adc7-45c0-86ac-cf308d1a4671	-	chr7_Tail	127193	127487	0
4800e5ff-ba84-40e6-88b1-acd5130b9006	+	chr7_Tail	127206	127491	0
cddb222b-3217-42b1-af19-a48967bd1ab9	+	chr7_Tail	131752	132036	5
9858ddd0-3658-47d3-8ffa-5391d7eeba2d	+	chr7_Tail	134631	134930	0
cddb222b-3217-42b1-af19-a48967bd1ab9	+	chr7_Tail	138537	138810	4
b087dc75-3ae2-406b-a60b-e43ca7459cdc	-	chr8_Tail	1829	2111	0
f2ba16c7-fd4a-4a85-bb58-499541a4bedb	+	chr8_Tail	4013	4291	0
8c1d62d6-5589-4adb-a27c-001b3249befe	-	chr8_Tail	6340	7244	1
4c757c91-bfb9-4256-8411-0d3fcf91651c	-	chr8_Tail	6647	6938	0
d9669075-60c9-45e9-8e10-f150d964121a	-	chr8_Tail	6648	6947	0
bb294e40-6f6b-4233-91d0-be03aa08d014	-	chr8_Tail	6951	7245	0
3c383c38-5cf2-4c49-a53a-1bd2592fa5a2	+	chr8_Tail	8746	9032	0
78d5cea0-b574-4a53-94eb-6ada99ae74ec	-	chr8_Tail	9812	10097	0
3c383c38-5cf2-4c49-a53a-1bd2592fa5a2	-	chr8_Tail	9856	10042	4
ccf77dae-395f-4109-a638-424ab035301d	+	chr8_Tail	17952	19741	1
2971e795-26d6-4bad-bb89-cd24e4b42fcf	+	chr8_Tail	19749	22935	60
299f76d7-5cdb-4127-858f-da334b6cfe1c	-	chr8_Tail	20008	20506	60
299f76d7-5cdb-4127-858f-da334b6cfe1c	-	chr8_Tail	21410	22900	60
b087dc75-3ae2-406b-a60b-e43ca7459cdc	-	chr8_Tail	28121	28360	1
ca7e6198-5158-4de0-afd8-cb4231771fc1	-	chr8_Tail	29606	29886	22
f8c05342-7a2e-4773-820b-09fb8f171453	+	chr8_Tail	31804	32164	18
bc331c7c-44b6-419f-b5c7-d2f65e950b4e	+	chr8_Tail	38717	38997	0
5eda8221-8e14-45da-9be1-bbb255610e4b	+	chr8_Tail	49982	50344	12
09098083-9d70-43cc-997a-9b6fcc5c9410	+	chr8_Tail	59390	59652	0
b9e56b06-38a9-4938-ac29-cfb96c719db0	-	chr8_Tail	72583	72679	0
c3c42f81-f3d6-4824-bfa3-d8838542c055	-	chr8_Tail	72598	72672	1
73fc839f-a0aa-4e3f-b214-7bb37013cb0e	+	chr8_Tail	74830	75101	0
fe15c70a-ea8d-4b8d-95a7-38a82f82cb59	-	chr8_Tail	76301	76442	1
4d6074ae-b84d-4d83-87fe-ac1271ffc7b8	-	chr8_Tail	79658	85774	0
a6a23bf4-5a86-47b5-9a26-ac7f78e619b0	-	chr8_Tail	79664	80037	0
a1b8ab51-3b05-4ea3-a51b-67d678abfd1a	+	chr8_Tail	79668	80010	0
60123151-c950-420c-aa8c-37d7f82fe567	+	chr8_Tail	80366	82123	0
be547673-5c46-4dde-a6d5-14bac4e89c36	+	chr8_Tail	102985	103278	0
6b480b8c-8ad1-45f7-b810-46cb7c5d6de9	+	chr8_Tail	104898	105149	0
3fad8c4a-12a1-43dc-b826-d6aa79ed75a5	+	chr8_Tail	104901	105152	10
62e423d5-67e1-4660-9625-27ecfa6b44f4	-	chr8_Tail	104957	105151	0
915c28f8-fcda-45a8-b4d4-263617baa69d	-	chr8_Tail	105475	105875	43
a6a23bf4-5a86-47b5-9a26-ac7f78e619b0	+	chr8_Tail	106299	106634	16
ea593148-4b5a-4606-8650-4c743b5d8972	-	chr8_Tail	111868	112702	1
71c06027-0fe8-4c3b-8fb6-3dcba556a444	-	chr8_Tail	114793	115379	10
e86cb83e-253c-4645-a589-02ceeeaf746b	-	chr8_Tail	115171	115802	60
dc141981-dbb0-420f-ad3a-fde96d7591a7	+	chr8_Tail	123798	124788	0
dc141981-dbb0-420f-ad3a-fde96d7591a7	+	chr8_Tail	134472	135470	2
832a15ea-a7d2-4377-b81a-299f06b816ab	-	chr9_Tail	20242	20380	0
69931762-d1ae-4676-88cb-0cff5a0ea39c	-	chr9_Tail	32310	33057	9
07cc2587-22f4-423c-b9f5-2db475f9e14d	-	chr9_Tail	32310	33056	0
07cc2587-22f4-423c-b9f5-2db475f9e14d	-	chr9_Tail	32311	33056	0
07cc2587-22f4-423c-b9f5-2db475f9e14d	-	chr9_Tail	32901	33057	1
e8f21d0a-9b09-4355-8c2c-2230324c9a3f	+	chr9_Tail	37264	37972	0
3d996caa-cc16-491d-b6cb-e931a4656c7b	+	chr9_Tail	38212	38279	0
3377414a-9e2c-4a00-b67a-e5d628b2433f	-	chr9_Tail	48447	48703	0
f2ba16c7-fd4a-4a85-bb58-499541a4bedb	+	chr9_Tail	54774	54916	0
b86d85db-45df-44cf-b682-14220426f8df	-	chr9_Tail	86380	86458	0
bc331c7c-44b6-419f-b5c7-d2f65e950b4e	-	chr9_Tail	92472	92693	0
c3c42f81-f3d6-4824-bfa3-d8838542c055	-	chr9_Tail	92484	92742	1
ef49dc14-d23b-4102-89f2-6446604d3590	-	chr9_Tail	98955	99248	0
5a9ff7e2-5ae9-4c18-b361-7145866fa187	-	chr9_Tail	98955	99248	0
cddb222b-3217-42b1-af19-a48967bd1ab9	-	chr9_Tail	116625	116901	0
55a015d5-d220-45bf-9f34-0057829a7deb	-	chr9_Tail	140216	140567	0
07cc2587-22f4-423c-b9f5-2db475f9e14d	-	chr10_Tail	124830	125186	0
07cc2587-22f4-423c-b9f5-2db475f9e14d	-	chr10_Tail	124830	125186	0
55a015d5-d220-45bf-9f34-0057829a7deb	-	chr10_Tail	140088	140439	0
54dc6430-63bb-40d5-b79d-04af727c80e1	-	chr11_Tail	18157	18449	0
a6a23bf4-5a86-47b5-9a26-ac7f78e619b0	+	chr11_Tail	35545	35834	9
b09aea71-14ac-4e22-a85e-8a7306451045	+	chr11_Tail	71250	71377	1
73fc839f-a0aa-4e3f-b214-7bb37013cb0e	-	chr11_Tail	80042	80359	1
5e1b3846-6d42-4aac-8221-d9dfd3400f61	-	chr11_Tail	81339	82259	1
0841c511-2755-4bae-a137-0040d8f41e44	+	chr11_Tail	81345	83420	0
99985915-30e6-4aa0-92ad-ba88c29ba00f	-	chr11_Tail	81358	82184	0
b3c0c15a-3e51-4f63-b055-8f89686b02e0	-	chr11_Tail	86556	86681	6
0fae791c-e30c-413a-88da-9a003564bef4	-	chr11_Tail	97972	98279	0
99985915-30e6-4aa0-92ad-ba88c29ba00f	-	chr11_Tail	135683	136355	0
a1b8ab51-3b05-4ea3-a51b-67d678abfd1a	+	chr12_Tail	787	997	28
b8363116-549e-4610-9413-f15a2ad0dddc	+	chr12_Tail	2024	2327	1
cddb222b-3217-42b1-af19-a48967bd1ab9	+	chr12_Tail	9746	10032	28
45cdcd1e-4a3f-4ef0-a035-2d496fcc4919	-	chr12_Tail	11992	12293	0
c3c42f81-f3d6-4824-bfa3-d8838542c055	+	chr12_Tail	11999	12293	0
2f63e679-6958-4f46-89c6-77a4a59ca541	+	chr12_Tail	16785	17097	1
5b89a719-9200-4d4a-a0c6-944d6b929475	-	chr12_Tail	22692	22997	6
c2af814b-5c19-46f1-9a18-4c8e37c02eff	-	chr12_Tail	22711	22987	4
40e7d3d4-3f99-4247-af01-3caa48b9a99f	-	chr12_Tail	24907	25192	1
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	-	chr12_Tail	24909	25190	1
c3c42f81-f3d6-4824-bfa3-d8838542c055	-	chr12_Tail	30886	31818	26
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	+	chr12_Tail	30891	31176	9
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	+	chr12_Tail	30893	31182	2
da8851a9-b33d-4314-bdda-2e28dcf1287c	+	chr12_Tail	34130	34427	0
7b8a9146-c8fc-46e0-91b0-f365255c1cc7	+	chr12_Tail	34142	34436	0
da8851a9-b33d-4314-bdda-2e28dcf1287c	-	chr12_Tail	42733	43001	3
423f82f1-b3d3-4c3d-a5cc-e6884c9984cd	-	chr12_Tail	42745	43008	22
40e7d3d4-3f99-4247-af01-3caa48b9a99f	-	chr12_Tail	45291	45600	4
78d5cea0-b574-4a53-94eb-6ada99ae74ec	+	chr12_Tail	51980	52304	0
1b1493e2-19ea-41aa-ab0d-387b6aefc6b7	-	chr12_Tail	51995	52300	22
3c383c38-5cf2-4c49-a53a-1bd2592fa5a2	-	chr12_Tail	54174	54455	0
316bfdb5-6510-4ee2-bb31-000820cbf764	-	chr12_Tail	62158	62434	0
40e7d3d4-3f99-4247-af01-3caa48b9a99f	-	chr12_Tail	62473	62756	0
40e7d3d4-3f99-4247-af01-3caa48b9a99f	+	chr12_Tail	67661	67961	5
3377414a-9e2c-4a00-b67a-e5d628b2433f	+	chr12_Tail	67677	67958	0
cddb222b-3217-42b1-af19-a48967bd1ab9	-	chr12_Tail	69153	69420	0
2f63e679-6958-4f46-89c6-77a4a59ca541	+	chr12_Tail	78472	78758	1
8ac02ba5-f878-4e5e-9ce1-11e6b17d4cd3	-	chr12_Tail	78482	78774	31
4c757c91-bfb9-4256-8411-0d3fcf91651c	-	chr12_Tail	78482	78763	0
7d290fdf-3da6-4455-8564-2ec11fe2e953	-	chr12_Tail	78482	79105	29
4d22a731-93fc-48e2-a825-0352962b785f	+	chr12_Tail	79786	81610	0
f07315de-68a3-443d-b6db-569b89922c4c	-	chr12_Tail	79811	82272	0
55748afc-9646-4dde-860f-eef210ede57d	+	chr12_Tail	79988	82086	0
60123151-c950-420c-aa8c-37d7f82fe567	+	chr12_Tail	80513	82269	0
2ab2ae04-63ed-48df-8a01-3800b4154537	+	chr12_Tail	80556	81631	0
0083b83b-c904-4d65-9edd-da15bbce5a4e	-	chr12_Tail	80677	81509	0
0083b83b-c904-4d65-9edd-da15bbce5a4e	+	chr12_Tail	81493	81761	21
da8851a9-b33d-4314-bdda-2e28dcf1287c	+	chr12_Tail	90262	90553	0
d99fe13e-a3f6-4482-942e-01c6f1b80dde	-	chr12_Tail	91680	91965	28
78d5cea0-b574-4a53-94eb-6ada99ae74ec	-	chr12_Tail	95570	95855	0
a1b8ab51-3b05-4ea3-a51b-67d678abfd1a	-	chr12_Tail	107390	107707	8
4800e5ff-ba84-40e6-88b1-acd5130b9006	+	chr12_Tail	107403	107694	0
d9669075-60c9-45e9-8e10-f150d964121a	-	chr12_Tail	120045	120350	0
da8851a9-b33d-4314-bdda-2e28dcf1287c	-	chr12_Tail	120054	120352	0
f402687e-0768-467d-a377-3464bee186ba	+	chr12_Tail	120785	122011	0
a228d7a9-fc46-43dc-8aa3-c990fbd4e9c6	+	chr12_Tail	120793	121681	4
c3c42f81-f3d6-4824-bfa3-d8838542c055	-	chr12_Tail	121471	122009	1
c9fa6f4f-771e-478c-92c5-d8a71ab7f943	-	chr12_Tail	121707	122001	0
d7a02959-f56e-44a1-9962-95a9f3fe1c70	+	chr12_Tail	126438	126965	0
4d6074ae-b84d-4d83-87fe-ac1271ffc7b8	+	chr12_Tail	127719	133855	0
e86cb83e-253c-4645-a589-02ceeeaf746b	-	chr12_Tail	128954	133858	0
1db45993-004d-4b9f-a84d-8a2fa0014274	-	chr12_Tail	132219	133863	1
a1b8ab51-3b05-4ea3-a51b-67d678abfd1a	-	chr12_Tail	133504	133853	1
be547673-5c46-4dde-a6d5-14bac4e89c36	+	chr12_Tail	133566	133853	1
5a9ff7e2-5ae9-4c18-b361-7145866fa187	+	chr12_Tail	133644	133848	15
78d5cea0-b574-4a53-94eb-6ada99ae74ec	-	chr12_Tail	138564	138937	3
0fae791c-e30c-413a-88da-9a003564bef4	+	chr13_Tail	4541	4844	0
3bee6729-7a05-4f4f-950d-d9378b17fb3c	+	chr13_Tail	8254	8412	9
46a1174a-be6e-4f3c-8078-d72bf78edd7f	-	chr13_Tail	17366	17605	6
ca7e6198-5158-4de0-afd8-cb4231771fc1	+	chr13_Tail	29409	29607	1
3fad8c4a-12a1-43dc-b826-d6aa79ed75a5	-	chr13_Tail	45781	46000	1
0fae791c-e30c-413a-88da-9a003564bef4	+	chr13_Tail	45792	46073	1
2f63e679-6958-4f46-89c6-77a4a59ca541	+	chr13_Tail	50160	50437	0
73fc839f-a0aa-4e3f-b214-7bb37013cb0e	-	chr13_Tail	63858	64144	0
ea593148-4b5a-4606-8650-4c743b5d8972	+	chr13_Tail	76467	76721	15
b09aea71-14ac-4e22-a85e-8a7306451045	+	chr13_Tail	83088	83384	6
1f321fe5-36cf-4861-9e24-4f70ea61c489	-	chr13_Tail	85194	85464	13
02bfb3ad-2d40-4828-bb25-44e1f76372b1	-	chr13_Tail	85194	85763	3
8c1d62d6-5589-4adb-a27c-001b3249befe	+	chr13_Tail	86954	87510	0
f402687e-0768-467d-a377-3464bee186ba	-	chr13_Tail	86954	87510	0
316bfdb5-6510-4ee2-bb31-000820cbf764	-	chr13_Tail	86954	87501	1
9858ddd0-3658-47d3-8ffa-5391d7eeba2d	+	chr13_Tail	95199	95485	0
576019ff-8ba9-4e12-81f0-86014c171132	-	chr13_Tail	95199	95484	1
78d5cea0-b574-4a53-94eb-6ada99ae74ec	+	chr13_Tail	95205	95452	0
c83ffe9a-cebd-4577-8e5f-5a06e4b6cea8	+	chr13_Tail	95887	96182	1
11077c45-b213-442e-b891-a4643ec7d187	-	chr13_Tail	101097	101381	0
3bee6729-7a05-4f4f-950d-d9378b17fb3c	+	chr13_Tail	103231	103457	2
b43d7df0-8f63-42c7-b006-4e9718f63dec	-	chr13_Tail	104844	105161	0
316bfdb5-6510-4ee2-bb31-000820cbf764	-	chr13_Tail	104844	105132	0
ea593148-4b5a-4606-8650-4c743b5d8972	-	chr13_Tail	104848	105140	1
7d290fdf-3da6-4455-8564-2ec11fe2e953	-	chr13_Tail	108821	108982	4
7d290fdf-3da6-4455-8564-2ec11fe2e953	+	chr13_Tail	109405	109683	4
1f321fe5-36cf-4861-9e24-4f70ea61c489	+	chr13_Tail	109476	109693	0
950364fb-1425-4ab4-a19c-7c0ae54f07aa	+	chr13_Tail	113043	113335	0
494d35a1-6c14-4979-90b5-1f0195ffe824	-	chr13_Tail	113043	113337	0
6107829d-841d-4ba9-b52d-8544b3afd518	+	chr13_Tail	113044	113337	0
8ac02ba5-f878-4e5e-9ce1-11e6b17d4cd3	-	chr13_Tail	113044	113337	0
71c06027-0fe8-4c3b-8fb6-3dcba556a444	-	chr13_Tail	113044	113336	0
bc331c7c-44b6-419f-b5c7-d2f65e950b4e	+	chr13_Tail	113045	113337	45
a4aac2b9-e332-4bc4-badd-750f87c7f51d	+	chr13_Tail	113045	113337	1
f4fc89dd-4d0d-4adf-bd6d-7b1c7995264f	-	chr13_Tail	113048	113337	0
ca7e6198-5158-4de0-afd8-cb4231771fc1	-	chr13_Tail	113055	113337	31
fd781713-af3d-4f65-80b9-cc21a5661dfa	-	chr13_Tail	114392	114681	1
ca7e6198-5158-4de0-afd8-cb4231771fc1	-	chr13_Tail	141619	141927	6
69931762-d1ae-4676-88cb-0cff5a0ea39c	-	chr13_Tail	141764	146484	60
494d35a1-6c14-4979-90b5-1f0195ffe824	+	chr14_Tail	47602	47844	17
c69303b4-ce36-4f54-b667-7f081b1dcaf0	-	chr14_Tail	60622	61720	60
be547673-5c46-4dde-a6d5-14bac4e89c36	-	chr14_Tail	60626	60911	0
f69f4181-378f-4448-8d63-382a81ba8f25	-	chr14_Tail	94850	95157	0
cb9f1492-7e33-48ed-a968-f56291e29c36	+	chr14_Tail	94853	95157	0
46a1174a-be6e-4f3c-8078-d72bf78edd7f	+	chr14_Tail	94858	95142	0
fd781713-af3d-4f65-80b9-cc21a5661dfa	-	chr14_Tail	119686	121608	0
176db1e5-dd25-4031-be1b-6b98a3b90497	+	chr15_Tail	4460	5301	28
264aad39-3f75-45fb-adf7-988df00e3937	+	chr15_Tail	25180	25540	0
8ad96fb1-ad98-4a35-a1aa-abac6d48440f	-	chr15_Tail	43679	49998	0
3deea9c0-58d2-45a4-b507-acd0cf792fb8	-	chr15_Tail	49680	50001	0
6828bfef-dc58-4509-ac43-ef58ec5da724	+	chr15_Tail	52765	53070	0
cc1a10ea-867d-4696-9dc2-e704a46235a8	-	chr15_Tail	65590	66222	0
55748afc-9646-4dde-860f-eef210ede57d	-	chr15_Tail	81066	81343	17
81e084c2-d196-4393-ac6e-6cb9b882729d	+	chr15_Tail	83900	84116	0
10db0147-193b-40c2-befd-91cfcce682d6	-	chr15_Tail	97167	97475	0
2a590ad7-7277-45be-8e42-bb4c62fd9dc9	-	chr15_Tail	117142	117420	0
3be438b4-5f1d-4794-a48f-c242a27454fc	-	chr16_Tail	17262	17544	0
832a15ea-a7d2-4377-b81a-299f06b816ab	-	chr16_Tail	17268	17406	0
07cc2587-22f4-423c-b9f5-2db475f9e14d	-	chr16_Tail	29400	30139	0
e8f21d0a-9b09-4355-8c2c-2230324c9a3f	+	chr16_Tail	34344	35051	0
3fad8c4a-12a1-43dc-b826-d6aa79ed75a5	+	chr16_Tail	46099	46357	0
f2ba16c7-fd4a-4a85-bb58-499541a4bedb	+	chr16_Tail	51840	51982	0
88efa954-ae85-475e-828e-2a734d4cbb58	+	chr16_Tail	55518	56173	0
b86d85db-45df-44cf-b682-14220426f8df	-	chr16_Tail	80530	80606	0
80c61827-d5d0-477e-91e7-0428105fb0a5	+	chr16_Tail	85783	86073	0
ef49dc14-d23b-4102-89f2-6446604d3590	-	chr16_Tail	93109	93402	0
cddb222b-3217-42b1-af19-a48967bd1ab9	-	chr17_Tail	18240	18524	0
9858ddd0-3658-47d3-8ffa-5391d7eeba2d	-	chr17_Tail	54299	54585	1
40e7d3d4-3f99-4247-af01-3caa48b9a99f	+	chr17_Tail	62366	62658	0
8ac02ba5-f878-4e5e-9ce1-11e6b17d4cd3	+	chr17_Tail	62367	62658	0
ea593148-4b5a-4606-8650-4c743b5d8972	+	chr17_Tail	112221	112789	0
80f5170d-aad3-4154-b55a-95ae11d61161	-	chr17_Tail	115001	115247	0
69b2c237-1d4b-48cf-84e7-b86761800a9d	-	chr17_Tail	115002	115282	1
915c28f8-fcda-45a8-b4d4-263617baa69d	-	chr17_Tail	141678	141986	1
3de93e94-e537-45e7-a418-5fc9fb6d4ce6	-	chr17_Tail	141688	141986	0
a228d7a9-fc46-43dc-8aa3-c990fbd4e9c6	+	chr17_Tail	144440	144745	0
7d290fdf-3da6-4455-8564-2ec11fe2e953	+	chr17_Tail	144440	144752	0
3b8b5039-a417-47d3-81da-a31e1ae88335	-	chr17_Tail	144440	144751	0
728fa374-03a6-4e21-9364-8b8a435d9052	-	chr17_Tail	144441	144748	0
b09aea71-14ac-4e22-a85e-8a7306451045	+	chr17_Tail	144471	144742	0
80c61827-d5d0-477e-91e7-0428105fb0a5	+	chr18_Tail	2062	2368	0
b4f45cf4-bb67-4ad0-ad65-0cc14516b7a2	+	chr18_Tail	7653	7855	1
1b1493e2-19ea-41aa-ab0d-387b6aefc6b7	+	chr18_Tail	35658	35765	10
e8f21d0a-9b09-4355-8c2c-2230324c9a3f	+	chr18_Tail	42493	43200	1
40e7d3d4-3f99-4247-af01-3caa48b9a99f	-	chr18_Tail	58307	58879	1
bb294e40-6f6b-4233-91d0-be03aa08d014	-	chr18_Tail	83571	83858	0
3fad8c4a-12a1-43dc-b826-d6aa79ed75a5	-	chr18_Tail	88597	88814	0
bb294e40-6f6b-4233-91d0-be03aa08d014	+	chr18_Tail	88601	88875	1
73fc839f-a0aa-4e3f-b214-7bb37013cb0e	+	chr18_Tail	97613	97883	0
4366c8f4-129a-49f8-a05c-2702c327583c	-	chr18_Tail	101667	102041	0
264aad39-3f75-45fb-adf7-988df00e3937	-	chr18_Tail	101667	102049	0
09098083-9d70-43cc-997a-9b6fcc5c9410	-	chr18_Tail	101669	102633	1
81742d15-1965-4820-8891-57d4d0700791	+	chr18_Tail	101874	102620	0
e8f21d0a-9b09-4355-8c2c-2230324c9a3f	-	chr18_Tail	106598	106875	1
b8363116-549e-4610-9413-f15a2ad0dddc	+	chr18_Tail	108491	108785	0
5dac4aab-a3b4-49a2-9c0c-c2e4fa724518	+	chr18_Tail	116277	116630	60
99985915-30e6-4aa0-92ad-ba88c29ba00f	+	chr18_Tail	116279	116632	30
15509418-f75a-4ab3-8534-45ed86fef394	+	chr18_Tail	116279	116632	22
be547673-5c46-4dde-a6d5-14bac4e89c36	+	chr18_Tail	122135	122422	0
15509418-f75a-4ab3-8534-45ed86fef394	+	chr18_Tail	134283	134470	1
dc141981-dbb0-420f-ad3a-fde96d7591a7	-	chr18_Tail	141230	142187	0
40e7d3d4-3f99-4247-af01-3caa48b9a99f	+	chr19_Tail	481	774	0
a4aac2b9-e332-4bc4-badd-750f87c7f51d	-	chr19_Tail	482	769	1
f32bd508-ed02-407f-83f7-3044566b1d5d	+	chr19_Tail	1723	2811	16
ca7e6198-5158-4de0-afd8-cb4231771fc1	-	chr19_Tail	2034	2889	2
c9fa6f4f-771e-478c-92c5-d8a71ab7f943	+	chr19_Tail	2607	2889	1
62e423d5-67e1-4660-9625-27ecfa6b44f4	+	chr19_Tail	2631	2841	0
f402687e-0768-467d-a377-3464bee186ba	+	chr19_Tail	3302	4000	0
